STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,LOCATION,Location,PLASTICS_EOLFATETYPES,Plastic end of life fates,TIME_PERIOD,Time,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,OAM,Other OECD America,LIT,Littered,2019,,0.040186,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,ODA,Other non-OECD Asia,TOTAL,Total,2019,,25.46238,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,OPA,OECD Asia,LAN,Landfilled,2019,,1.73161,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,OCE,OECD Oceania,MIS,Mismanaged,2019,,0.124666,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,RAN,Other Eurasia,INC,Incinerated,2019,,0.171116,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,MEN,Middle East & North Africa,TOTAL,Total,2019,,16.91715,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,EU5,Other EU,REC,Recycled,2019,,0.147028,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,OE6,OECD Non-EU,INC,Incinerated,2019,,3.759428,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,OAM,Other OECD America,INC,Incinerated,2019,,0.054668,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,ODA,Other non-OECD Asia,LAN,Landfilled,2019,,10.609316,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,EU5,Other EU,MIS,Mismanaged,2019,,0.25695,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,OPA,OECD Asia,TOTAL,Total,2019,,12.250182,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,RAN,Other Eurasia,LIT,Littered,2019,,0.048614,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,OCE,OECD Oceania,REC,Recycled,2019,,0.130055,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,O22,OECD EU,TOTAL,Total,2019,,50.671286,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,MEN,Middle East & North Africa,LAN,Landfilled,2019,,9.160226,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,OE6,OECD Non-EU,LIT,Littered,2019,,0.031191,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,OAF,Other Africa,INC,Incinerated,2019,,0.082107,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,ODA,Other non-OECD Asia,INC,Incinerated,2019,,1.115846,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,EU5,Other EU,LAN,Landfilled,2019,,1.958309,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,OPA,OECD Asia,LIT,Littered,2019,,0.024566,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,RAN,Other Eurasia,MIS,Mismanaged,2019,,6.562043,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,LAM,Latin America,INC,Incinerated,2019,,0.109527,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,O22,OECD EU,LAN,Landfilled,2019,,18.813869,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,OAF,Other Africa,REC,Recycled,2019,,0.929337,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,OE6,OECD Non-EU,MIS,Mismanaged,2019,,1.321256,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,EU5,Other EU,TOTAL,Total,2019,,2.432935,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,ODA,Other non-OECD Asia,LIT,Littered,2019,,0.119188,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,OPA,OECD Asia,INC,Incinerated,2019,,8.776591,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,LAM,Latin America,LIT,Littered,2019,,0.070147,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,OAF,Other Africa,MIS,Mismanaged,2019,,10.251547,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,OE6,OECD Non-EU,REC,Recycled,2019,,1.246805,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,OAM,Other OECD America,REC,Recycled,2019,,1.183822,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,ODA,Other non-OECD Asia,MIS,Mismanaged,2019,,11.334832,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,EU5,Other EU,LIT,Littered,2019,,0.006771,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,O22,OECD EU,INC,Incinerated,2019,,22.350366,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,OCE,OECD Oceania,TOTAL,Total,2019,,1.892815,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,LAM,Latin America,MIS,Mismanaged,2019,,8.089722,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,O22,OECD EU,LIT,Littered,2019,,0.092473,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,MEN,Middle East & North Africa,INC,Incinerated,2019,,0.102777,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,OE6,OECD Non-EU,TOTAL,Total,2019,,16.234798,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,OAF,Other Africa,LAN,Landfilled,2019,,4.902004,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,OAM,Other OECD America,MIS,Mismanaged,2019,,2.337389,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,OCE,OECD Oceania,LAN,Landfilled,2019,,1.417077,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,RAN,Other Eurasia,REC,Recycled,2019,,0.793023,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,MEN,Middle East & North Africa,LIT,Littered,2019,,0.057504,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,LAM,Latin America,REC,Recycled,2019,,1.992802,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,EU5,Other EU,INC,Incinerated,2019,,0.063877,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,OE6,OECD Non-EU,LAN,Landfilled,2019,,9.876118,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,OAF,Other Africa,TOTAL,Total,2019,,16.249045,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,OAM,Other OECD America,LAN,Landfilled,2019,,7.997318,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,OPA,OECD Asia,REC,Recycled,2019,,1.463308,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,RAN,Other Eurasia,TOTAL,Total,2019,,16.64482,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,OCE,OECD Oceania,INC,Incinerated,2019,,0.21783,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,LAM,Latin America,TOTAL,Total,2019,,19.492385,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,MEN,Middle East & North Africa,MIS,Mismanaged,2019,,6.675025,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,OAF,Other Africa,LIT,Littered,2019,,0.084051,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,OAM,Other OECD America,TOTAL,Total,2019,,11.613382,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,OPA,OECD Asia,MIS,Mismanaged,2019,,0.254107,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,ODA,Other non-OECD Asia,REC,Recycled,2019,,2.283199,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,O22,OECD EU,REC,Recycled,2019,,7.193393,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,RAN,Other Eurasia,LAN,Landfilled,2019,,9.070024,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,OCE,OECD Oceania,LIT,Littered,2019,,0.003187,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,LAM,Latin America,LAN,Landfilled,2019,,9.230186,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,O22,OECD EU,MIS,Mismanaged,2019,,2.221185,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,MEN,Middle East & North Africa,REC,Recycled,2019,,0.921618,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,USA1,United States,REC,Recycled,2019,,3.26975,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,USA1,United States,INC,Incinerated,2019,,13.897049,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,USA1,United States,LAN,Landfilled,2019,,53.086564,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,USA1,United States,MIS,Mismanaged,2019,,2.448288,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,USA1,United States,LIT,Littered,2019,,0.139407,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,USA1,United States,TOTAL,Total,2019,,72.841058,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,CAN1,Canada,REC,Recycled,2019,,0.42892,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,CAN1,Canada,INC,Incinerated,2019,,0.273282,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,CAN1,Canada,LAN,Landfilled,2019,,5.454918,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,CAN1,Canada,MIS,Mismanaged,2019,,0.461986,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,CAN1,Canada,LIT,Littered,2019,,0.012739,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,CAN1,Canada,TOTAL,Total,2019,,6.631845,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,CHN1,China,REC,Recycled,2019,,8.376888,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,CHN1,China,INC,Incinerated,2019,,15.550022,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,CHN1,China,LAN,Landfilled,2019,,23.809201,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,CHN1,China,MIS,Mismanaged,2019,,17.462667,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,CHN1,China,LIT,Littered,2019,,0.239827,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,CHN1,China,TOTAL,Total,2019,,65.438605,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,IND1,India,REC,Recycled,2019,,2.469077,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,IND1,India,INC,Incinerated,2019,,0.770517,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,IND1,India,LAN,Landfilled,2019,,6.720652,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,IND1,India,TOTAL,Total,2019,,18.518411,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,IND1,India,MIS,Mismanaged,2019,,8.457541,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,IND1,India,LIT,Littered,2019,,0.100624,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,OAM,Other OECD America,LIT,Littered,2018,,0.039274,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,ODA,Other non-OECD Asia,TOTAL,Total,2018,,24.517797,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,OPA,OECD Asia,LAN,Landfilled,2018,,1.680675,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,OCE,OECD Oceania,MIS,Mismanaged,2018,,0.122146,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,RAN,Other Eurasia,INC,Incinerated,2018,,0.126616,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,MEN,Middle East & North Africa,TOTAL,Total,2018,,16.345006,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,OE6,OECD Non-EU,INC,Incinerated,2018,,3.594269,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,OAM,Other OECD America,INC,Incinerated,2018,,0.040615,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,EU5,Other EU,REC,Recycled,2018,,0.13828,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,ODA,Other non-OECD Asia,LAN,Landfilled,2018,,10.132723,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,EU5,Other EU,MIS,Mismanaged,2018,,0.255565,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,OPA,OECD Asia,TOTAL,Total,2018,,11.925862,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,RAN,Other Eurasia,LIT,Littered,2018,,0.047646,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,OCE,OECD Oceania,REC,Recycled,2018,,0.119763,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,O22,OECD EU,TOTAL,Total,2018,,49.683711,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,MEN,Middle East & North Africa,LAN,Landfilled,2018,,8.842667,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,OE6,OECD Non-EU,LIT,Littered,2018,,0.030309,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,ODA,Other non-OECD Asia,INC,Incinerated,2018,,1.039834,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,EU5,Other EU,LAN,Landfilled,2018,,1.895924,,A,,,,,,,
